task,payload_size,memory_mb,invocation_latency_ms,input_key,output_key,input_size_bytes,output_size_bytes,download_time_ms,compute_time_ms,upload_time_ms,total_time_ms,download_bandwidth_mbs,upload_bandwidth_mbs,primary_download_time_ms,primary_upload_time_ms,additional_download_time_ms,additional_upload_time_ms,additional_download_count,additional_upload_count,step,chain,run_id,error
gh_reduce_expand,medium,2048,1186.816931000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_2048mb_medium_2.out,52387852,52387852,538.978607,104.301105,482.191578,1125.47129,97.19838799999999,108.64530700000000,,,,,,,,,,
gh_reduce_expand,medium,2048,1217.9887289999999,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_2048mb_medium_3.out,52387852,52387852,542.104199,105.049861,509.0164,1156.17046,96.63797500000000,102.91977199999999,,,,,,,,,,
gh_reduce_expand,medium,2048,1213.3293150000000,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_2048mb_medium_4.out,52387852,52387852,538.719059,103.358047,483.349213,1125.426319,97.2452170000000,108.38509800000000,,,,,,,,,,
gh_reduce_expand,medium,2048,1189.9628640000001,payloads/matrix_medium.bin,intermediate/task_gh_reduce_expand_2048mb_medium_5.out,52387852,52387852,540.939611,105.125797,480.543974,1126.609382,96.84602700000001,109.01781099999999,,,,,,,,,,
gh_reduce_expand,large,1536,5642.955780000000,payloads/matrix_large.bin,intermediate/task_gh_reduce_expand_1536mb_large_1.out,262113412,262113412,2638.172495,581.628572,2288.876066,5508.677133,99.35415999999999,114.51621000000000,,,,,,,,,,
gh_reduce_expand,large,1536,5754.549026000000,payloads/matrix_large.bin,intermediate/task_gh_reduce_expand_1536mb_large_2.out,262113412,262113412,2638.044446,580.244031,2284.780686,5503.069163,99.3589830000000,114.72147600000000,,,,,,,,,,
gh_reduce_expand,large,1536,5635.565519000000,payloads/matrix_large.bin,intermediate/task_gh_reduce_expand_1536mb_large_3.out,262113412,262113412,2641.121997,578.759083,2288.68645,5508.56753,99.24320500000000,114.5256970000000,,,,,,,,,,
gh_reduce_expand,large,1536,5643.340111000000,payloads/matrix_large.bin,intermediate/task_gh_reduce_expand_1536mb_large_4.out,262113412,262113412,2637.551824,582.836076,2286.345153,5506.733053,99.37754000000000,114.64297600000000,,,,,,,,,,
gh_reduce_expand,large,1536,5643.855095000000,payloads/matrix_large.bin,intermediate/task_gh_reduce_expand_1536mb_large_5.out,262113412,262113412,2638.218965,589.508421,2292.480997,5520.208383,99.35241000000001,114.33613300000000,,,,,,,,,,
gh_reduce_expand,large,2048,5644.0269950000,payloads/matrix_large.bin,intermediate/task_gh_reduce_expand_2048mb_large_1.out,262113412,262113412,2642.847512,523.212105,2287.531765,5453.591382,99.17840900000000,114.58350700000000,,,,,,,,,,
gh_reduce_expand,large,2048,5557.114601000000,payloads/matrix_large.bin,intermediate/task_gh_reduce_expand_2048mb_large_2.out,262113412,262113412,2643.727636,516.718849,2314.19766,5474.644145,99.14539200000000,113.26319100000001,,,,,,,,,,
gh_reduce_expand,large,2048,5550.047398000000,payloads/matrix_large.bin,intermediate/task_gh_reduce_expand_2048mb_large_3.out,262113412,262113412,2640.992197,519.339055,2303.948398,5464.27965,99.24808299999999,113.76705000000000,,,,,,,,,,
gh_reduce_expand,large,2048,5621.893883000000,payloads/matrix_large.bin,intermediate/task_gh_reduce_expand_2048mb_large_4.out,262113412,262113412,2641.166624,525.135178,2288.678551,5454.980353,99.24152800000000,114.52609300000000,,,,,,,,,,
gh_reduce_expand,large,2048,5640.045404000000,payloads/matrix_large.bin,intermediate/task_gh_reduce_expand_2048mb_large_5.out,262113412,262113412,2639.285971,527.805093,2290.889757,5457.980821,99.31224400000001,114.41555000000000,,,,,,,,,,
kb_latency_compress,micro,128,19980.24010700000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_128mb_micro_1.out,614156,97378,19626.841051,53.579168,99.851717,19780.271936,0.031292000000000000,0.9752260000000000,200.738587,99.851717,19426.102464,,500,,,,,
kb_latency_compress,micro,128,20389.430046000001,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_128mb_micro_2.out,614156,97378,20068.962444,53.619626,97.674522,20220.256592,0.030602000000000001,0.996964000000000,199.677102,97.674522,19869.285342,,500,,,,,
kb_latency_compress,micro,128,19913.07520900000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_128mb_micro_3.out,614156,97378,19668.168581,69.61253,102.134587,19839.915698,0.031226000000000000,0.9534280000000001,236.80537,102.134587,19431.363211,,500,,,,,
kb_latency_compress,micro,128,20353.132724999999,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_128mb_micro_4.out,614156,97378,20025.261913,53.589693,98.34322,20177.194826,0.030668999999999998,0.9901850000000000,296.435585,98.34322,19728.826328,,500,,,,,
kb_latency_compress,micro,128,20286.709309000002,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_128mb_micro_5.out,614156,97378,19949.472907,69.648736,83.983799,20103.105442,0.03078600000000000,1.1594860000000000,238.561106,83.983799,19710.911801,,500,,,,,
kb_latency_compress,micro,256,13966.553688000000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_256mb_micro_1.out,614156,97378,13825.622341,17.494924,56.47,13899.587265,0.04442200000000000,1.7244200000000001,133.749083,56.47,13691.873258,,500,,,,,
kb_latency_compress,micro,256,14244.82536300000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_256mb_micro_2.out,614156,97378,13971.466622,29.682921,61.994383,14063.143926,0.04395800000000000,1.5707549999999999,119.872054,61.994383,13851.594568,,500,,,,,
kb_latency_compress,micro,256,14107.771158000000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_256mb_micro_3.out,614156,97378,13904.215548,13.528562,84.682832,14002.426942,0.044170000000000001,1.1499140000000001,131.282017,84.682832,13772.933531,,500,,,,,
